id	name	address	city	phone	type
473	coffee pot	350 9th ave at 49th street	new york	2122653566	coffee bar
474	savannah club	2420 broadway at 89th street	new york	2124961066	american
475	trattoria dell'arte	900 7th ave between 56th and 57th sts	new york	2122459800	italian
476	triangolo	345 east 83rd street	new york	2124724488	italian
477	tribeca grill	375 greenwich st near franklin street	new york	2129413900	american
478	trois jean	154 east 79th st between lexington and 3rd aves	new york	2129884858	coffee bar
479	tse yang	34 east 51st street	new york	2126885447	asian
480	turkish kitchen	386 3rd ave between 27th and 28th sts	new york	2126791810	middle eastern
481	two two two	222 west 79th street	new york	2127990400	american
482	veniero pasticceria	342 east 11th st near 1st avenue	new york	2126747264	coffee bar
483	verbena	54 irving pl at 17th street	new york	2122605454	american
484	victor cafe	52 236 west 52nd street	new york	2125867714	latin american
485	vinceeddie	70 west 68th street	new york	2127210068	american
486	vong	200 east 54th street	new york	2124869592	american
487	water club	500 east 30th street	new york	2126833333	american
488	west	63rd street steakhouse 44 west 63rd street	new york	2122466363	american
489	xunta	174 1st ave between 10th and 11th sts	new york	2126140620	mediterranean
490	zen palate	34 union sq east at 16th street	new york	2126149291	and 212
491	zoe	90 prince st between broadway and mercer street	new york	2129666722	american
492	abbey	163 ponce de leon avenue	atlanta	4048768532	international
493	aleck barbecue heaven	783 martin luther king jr drive	atlanta	4045252062	barbecue
494	annie thai castle	3195 roswell road	atlanta	4042649546	asian
495	anthonys	3109 piedmont rd just south of peachtree road	atlanta	4042627379	american
496	atlanta fish market	265 pharr road	atlanta	4042623165	american
497	beesley of buckhead	260 east paces ferry road	atlanta	4042641334	continental
498	bertolini	3500 peachtree rd phipps plaza	atlanta	4042332333	italian
499	bistango	1100 peachtree street	atlanta	4047240901	mediterranean
500	cafe renaissance	7050 jimmy carter blvd norcross	atlanta	7704410291	american
501	camille	1186 north highland avenue	atlanta	4048727203	italian
502	cassis	3300 peachtree rd grand hyatt	atlanta	4043658100	mediterranean
503	city grill	50 hurt plaza	atlanta	4045242489	international
504	coco loco	40 buckhead crossing mall on the sidney marcus boulevard	atlanta	4043640212	caribbean
505	colonnade	1879 cheshire bridge road	atlanta	4048745642	southern
506	dante down hatch  buckhead	3380 peachtree road	atlanta	4042661600	continental
507	dante down hatch	underground underground mall underground atlanta	atlanta	4045771800	continental
508	fat matt rib shack	1811 piedmont ave near cheshire bridge road	atlanta	4046071622	barbecue
509	french quarter food shop	923 peachtree st at 8th street	atlanta	4048752489	southern
510	holt bros. bar-b-q	6359 jimmy carter blvd at buford hwy norcross	atlanta	7702423984	barbecue
511	horseradish grill	4320 powers ferry road	atlanta	4042557277	southern
512	hsu gourmet	192 peachtree center ave at international boulevard	atlanta	4046592788	asian
513	imperial fez	2285 peachtree rd peachtree battle condominium	atlanta	4043510870	mediterranean
514	kamogawa	3300 peachtree rd grand hyatt	atlanta	4048410314	asian
515	la grotta at ravinia dunwoody rd.	holiday inn/crowne plaza at ravinia dunwoody	atlanta	7703959925	italian
516	little szechuan	c buford hwy northwoods plaza doraville	atlanta	7704510192	asian
517	lowcountry barbecue	6301 roswell rd sandy springs plaza sandy springs	atlanta	4042555160	barbecue
518	luna si	1931 peachtree road	atlanta	4043555993	continental
519	mambo e cubano	1402 north highland avenue	atlanta	4048742626	caribbean
520	mckinnon louisiane	3209 maple drive	atlanta	4042371313	southern
521	mi spia dunwoody rd.	park place across from perimeter mall dunwoody	atlanta	7703931333	italian
522	nickiemoto: a sushi bar	247 buckhead ave east village sq	atlanta	4048420334	fusion
523	palisades	1829 peachtree road	atlanta	4043506755	continental
524	pleasant peasant	555 peachtree st at linden avenue	atlanta	4048743223	american
525	pricci	500 pharr road	atlanta	4042372941	italian
526	r.j. uptown kitchenwine bar	870 north highland avenue	atlanta	4048757775	american
527	rib ranch	25 irby avenue	atlanta	4042337644	barbecue
528	sa tsu ki	3043 buford hwy	atlanta	4043255285	asian
529	sato sushithai	6050 peachtree pkwy norcross	atlanta	7704490033	asian
530	south city kitchen	1144 crescent avenue	atlanta	4048737358	southern
531	south of france	2345 cheshire bridge road	atlanta	4043256963	french
532	stringer fish campoyster bar	3384 shallowford rd chamblee	atlanta	7704587145	southern
533	sundown cafe	2165 cheshire bridge road	atlanta	4043211118	american
534	taste of new orleans	889 west peachtree street	atlanta	4048745535	southern
535	tomtom	3393 peachtree road	atlanta	4042641163	continental
536	antonio	3700 west flamingo	las vegas	7022527737	italian
537	bally big kitchen	3645 las vegas blvd s	las vegas	7027394111	buffets
538	bamboo garden	4850 flamingo road	las vegas	7028713262	asian
539	battista hole in wall	4041 audrie st at flamingo road	las vegas	7027321424	italian
540	bertolini	3570 las vegas blvd s	las vegas	7027354663	italian
541	binion coffee shop	128 fremont street	las vegas	7023821600	coffee shops
542		3400 las vegas blvd s	las vegas	7027917111	continental
543	broiler	4111 boulder hwy	las vegas	7024327777	american
544	bugsy diner	3555 las vegas blvd s	las vegas	7027333111	coffee shops
545	cafe michelle	1350 east flamingo road	las vegas	7027358686	american
546	cafe roma	3570 las vegas blvd s	las vegas	7027317547	coffee shops
547	capozzoli	3333 south maryland parkway	las vegas	7027315311	italian
548	carnival world	3700 west flamingo road	las vegas	7022527777	buffets
549	center stage plaza	1 main street	las vegas	7023862512	american
550	circus circus	2880 las vegas blvd s	las vegas	7027340410	buffets
551	empress court	3570 las vegas blvd s	las vegas	7027317888	asian
552	feast	2411 west sahara avenue	las vegas	7023672411	buffets
553	golden nugget	129 east fremont street	las vegas	7023857111	buffets
554	golden steer	308 west sahara avenue	las vegas	7023844470	steak houses
555	lillie langtry	129 east fremont street	las vegas	7023857111	asian
556	mandarin court	1510 east flamingo road	las vegas	7027371234	asian
557	margarita mexican cantina	3120 las vegas blvd s	las vegas	7027948200	mexican
558	mary diner	5111 west boulder hwy	las vegas	7024548073	coffee shops
559	mikado	3400 las vegas blvd s	las vegas	7027917111	asian
560	pamplemousse	400 east sahara avenue	las vegas	7027332066	continental
561	ralph diner	3000 las vegas blvd s	las vegas	7027326330	coffee shops
562	bacchanal	3570 las vegas blvd s	las vegas	7027317525	only in las vegas
563	venetian	3713 west sahara avenue	las vegas	7028764190	italian
564	viva mercado	6182 west flamingo road	las vegas	7028718826	mexican
565	yolie	3900 paradise road	las vegas	7027940700	steak houses
566	2223	2223 market street	san francisco	4154310692	american
567	acquarello	1722 sacramento street	san francisco	4155675432	italian
568	bardelli	243 o'farrell street	san francisco	4159820243	old san francisco
569	betelnut	2030 union street	san francisco	4159298855	asian
570	roti	155 steuart street	san francisco	4154956500	french
571	bix	56 gold street	san francisco	4154336300	american
572	bizou	598 fourth street	san francisco	4155432222	french
573	buca giovanni	800 greenwich street	san francisco	4157767766	italian
574	cafe adriano	3347 fillmore street	san francisco	4154744180	italian
575	cafe marimba	2317 chestnut street	san francisco	4157761506	mexican
576	california culinary academy	625 polk street	san francisco	4157713500	french
577	capp corner	1600 powell street	san francisco	4159892589	italian
578	carta	1772 market street	san francisco	4158633516	american
579	chevys	4th and howard sts	san francisco	4155438060	mexican
580	cypress club	500 jackson street	san francisco	4152968555	american
581	des alpes	732 broadway	san francisco	4157889900	french
582	faz	161 sutter street	san francisco	4153620404	greek and middle eastern
583	fog city diner	1300 battery street	san francisco	4159822000	american
584	garden court	market and new montgomery sts	san francisco	4155465011	old san francisco
585	gaylord	ghirardelli sq	san francisco	4157718822	asian
586	grand cafe  monaco	501 geary street	san francisco	4152920101	american
587	greens	bldg a fort mason	san francisco	4157716222	vegetarian
588	harbor village	4 embarcadero center	san francisco	4157818833	asian
589	harris'	2100 van ness avenue	san francisco	4156731888	steak houses
590	harry denton	161 steuart street	san francisco	4158821333	american
591	hayes street grill	320 hayes street	san francisco	4158635545	seafood
592	helmand	430 broadway	san francisco	4153620641	greek and middle eastern
593	hong kong flower lounge	5322 geary boulevard	san francisco	4156688998	asian
594	hong kong villa	2332 clement street	san francisco	4157528833	asian
595	hyde street	1521 hyde street	san francisco	4154417778	italian
596	il fornaio levi plaza	1265 battery street	san francisco	4159860100	italian
597	izzy steakchop house	3345 steiner street	san francisco	4155630487	steak houses
598	jack	615 sacramento street	san francisco	4159869854	old san francisco
599	kabuto sushi	5116 geary boulevard	san francisco	4157525652	asian
600	katia	600 5th avenue	san francisco	4156689292	
601	kuleto	221 powell street	san francisco	4153977720	italian
602	kyo-ya. sheraton palace	2 new montgomery st at market street	san francisco	4155465000	asian
603	l'osteria del forno	519 columbus avenue	san francisco	4159821124	italian
604	le central	453 bush street	san francisco	4153912233	french
605	le soleil	133 clement street	san francisco	4156684848	asian
606	macarthur park	607 front street	san francisco	4153985700	american
607	manora	3226 mission street	san francisco	4158616224	asian
608	maykadeh	470 green street	san francisco	4153628286	greek and middle eastern
609	mccormickkuleto	ghirardelli sq	san francisco	4159291730	seafood
610	millennium	246 mcallister street	san francisco	4154879800	vegetarian
611	moose	1652 stockton street	san francisco	4159897800	mediterranean
612	north india	3131 webster street	san francisco	4159311556	asian
613	one market	1 market street	san francisco	4157775577	american
614	oritalia	1915 fillmore street	san francisco	4153461333	italian
615	pacific pan pacific	500 post street	san francisco	4159292087	french
616	palio d'asti	640 sacramento street	san francisco	4153959800	italian
617	pane e vino	3011 steiner street	san francisco	4153462111	italian
618	pastis	1015 battery street	san francisco	4153912555	french
619	perry	1944 union street	san francisco	4159229022	american
620	randg lounge	631 b kearny street	san francisco	4159827877	or 415
621	rubicon	558 sacramento street	san francisco	4154344100	american
622	rumpus	1 tillman pl	san francisco	4154212300	american
623	sanppo	1702 post street	san francisco	4153463486	asian
624	scala	432 powell street	san francisco	4153958555	italian
625	south park cafe	108 south park	san francisco	4154957275	french
626	splendido embarcadero	4	san francisco	4159863222	mediterranean
627	stars	150 redwood alley	san francisco	4158617827	american
628	stars cafe	500 van ness avenue	san francisco	4158614344	american
629	stoyanof cafe	1240 9th avenue	san francisco	4156643664	greek and middle eastern
630	straits cafe	3300 geary boulevard	san francisco	4156681783	asian
631	suppenkuche	601 hayes street	san francisco	4152529289	russian
632	tadich grill	240 california street	san francisco	4153912373	seafood
633	heights	3235 sacramento street	san francisco	4154748890	french
634	thepin	298 gough street	san francisco	4158639335	asian
635	ton kiang	3148 geary boulevard	san francisco	4157524440	asian
636	vertigo	600 montgomery street	san francisco	4154337250	mediterranean
637	vivande porta via	2125 fillmore street	san francisco	4153464430	italian
638	vivande ristorante	670 golden gate avenue	san francisco	4156739245	italian
639	world wrapps	2257 chestnut street	san francisco	4155639727	american
640	wu kong	101 spear street	san francisco	4159579300	asian
641	yank sing	427 battery street	san francisco	4155414949	asian
642	yaya cuisine	1220 9th avenue	san francisco	4155666966	greek and middle eastern
643	yoyo tsumami	1611 post street	san francisco	4159227788	french
644	zarzuela	2000 hyde street	san francisco	4153460800	mexican
645	zuni cafegrill	1658 market street	san francisco	4155522522	mediterranean
646	apple pan	10801 west pico boulevard	los angeles	3104753585	american
647	asahi ramen	2027 sawtelle boulevard	los angeles	3104792231	noodle shops
648	baja fresh	3345 kimber drive	westlake village	8054984049	mexican
649	belvedere	9882 little santa monica boulevard	beverly hills	3107882306	pacific new wave
650	benita frites	1433 third st promenade	santa monica	3104582889	fast food
651	bernard	515 south olive street	los angeles	2136121580	continental
652	45	45 south mentor avenue	pasadena	8187952478	californian
653	brent deli	19565 parthenia avenue	northridge	8188865679	delis
654	brighton coffee shop	9600 brighton way	beverly hills	3102767732	coffee shops
655	bristol farms market cafe	1570 rosecrans ave s	pasadena	3106435229	californian
656	bruno	3838 centinela avenue	mar vista	3103975703	italian
657	cafe '50s	838 lincoln boulevard	venice	3103991955	american
658	cafe blanc	9777 little santa monica boulevard	beverly hills	3108880108	pacific new wave
659	cassell	3266 west sixth street	la	2134808668	hamburgers
660	chez melange	1716 pch	redondo beach	3105401222	eclectic
661	diaghilev	1020 north san vicente boulevard	hollywood	3108541111	russian
662	don antonio	1136 westwood boulevard	westwood	3102091422	italian
663	duke	8909 sunset boulevard	hollywood	3106523100	coffee shops
664	falafel king	1059 broxton avenue	westwood	3102084444	middle eastern
665	feast from east	1949 westwood boulevard	los angeles	3104750400	chinese
666	gumbo pot	6333 west third street	la	2139330358	cajun
667	hollywood hills coffee shop	6145 franklin avenue	hollywood	2134677678	coffee shops
668	indo cafe	10428 1/2 national boulevard	la	3108151290	indonesian
669	jan family	8424 beverly boulevard	la	2136512866	coffee shops
670	jiraffe	502 santa monica boulevard	santa monica	3109176671	californian
671	jody maroni sausage kingdom	2011 ocean front walk	venice	3103061995	hot dogs
672	joe	1023 abbot kinney boulevard	venice	3103995811	american 
673	john o'groats	10516 west pico boulevard	los angeles	3102040692	coffee shops
674	johnnie pastrami	4017 south sepulveda boulevard	culver city	3103976654	delis
675	johnny reb southern smokehouse	4663 long beach boulevard	long beach	3104237327	southern
676	johnny rockets	7507 melrose avenue	la	2136513361	american
677	killer shrimp	4000 colfax avenue	studio city	8185081570	seafood
678	kokomo cafe	6333 west third street	la	2139330773	american
679	koo koo roo	8393 west beverly boulevard	la	2136559045	chicken
680	la cachette	10506 little santa monica boulevard	century city	3104704992	french 
681	la salsa	22800 pch	malibu	3104566299	mexican
682	la serenata de garibaldi	1842 east first	st  boyle hts	2132652887	mexican
683	langer	704 south alvarado street	la	2134838050	delis
684	local nochol	30869 thousand oaks boulevard	westlake village	8187067706	health food
685	main course	10509 west pico boulevard	rancho park	3104757564	american
686	mani bakeryespresso bar	519 south fairfax avenue	la	2139388800	desserts
687	martha	22nd street grill 25 22nd	st  hermosa beach	3103767786	american
688	maxwell cafe	13329 washington boulevard	marina del rey	3103067829	american
689	michael	1147 third street	santa monica	3104510843	californian
690	mishima	8474 west third street	la	2137820181	noodle shops
691	mo better meatty meat	7261 melrose avenue	la	2139355280	hamburgers
692	mulberry st.	17040 ventura boulevard	encino	8189068881	pizza
693	ocean park cafe	3117 ocean park boulevard	santa monica	3104525728	american
694	ocean star	145 north atlantic boulevard	monterey park	8183082128	seafood
695	original pantry bakery	875 south figueroa st downtown	la	2136276879	diners
696	parkway grill	510 south arroyo parkway	pasadena	8187951001	californian
697	pho hoa	642 broadway	chinatown	2136265530	vietnamese
698	pink famous chili dogs	709 north la brea avenue	la	2139314223	hot dogs
699	poquito mas	2635 west olive avenue	burbank	8185632252	mexican
700	r-23	923 east third street	los angeles	2136877178	japanese
701	rae	2901 pico boulevard	santa monica	3108287937	diners
702	rubin red hots	15322 ventura boulevard	encino	8189056515	hot dogs
703	ruby	45 south fair oaks avenue	pasadena	8187967829	diners
704	russell burgers	1198 pch	seal beach	3105969556	hamburgers
705	ruth chris steak house	224 south beverly drive	beverly hills	3108598744	steakhouses
706	shiro	1505 mission st s	pasadena	8187994774	pacific new wave
707	sushi nozawa	11288 ventura boulevard	studio city	8185087017	japanese
708	sweet lady jane	8360 melrose avenue	la	2136537145	desserts
709	taiko	11677 san vicente boulevard	brentwood	3102077782	noodle shops
710	tommy	2575 beverly boulevard	la	2133899060	hamburgers
711	uncle bill pancake house	1305 highland avenue	manhattan beach	3105455177	diners
712	water grill	544 south grand avenue	los angeles	2138910900	seafood
713	zankou chicken	1415 east colorado street	glendale	8182441937	middle eastern
714	afghan kebab house	764 ninth avenue	new york	2123071612	afghan
715	arcadia	21 east 62nd street	new york	2122232900	american 
716	benny burritos	93 ave a	new york	2122542054	mexican
717	cafe con leche	424 amsterdam avenue	new york	2125957000	cuban
718	corner	331 west fourth street	new york	2122429502	hamburgers
719	cucina della fontana	368 bleecker street	new york	2122420636	italian
720	cucina di pesce	87 east fourth street	new york	2122606800	seafood
721	darbar	44 west 56th street	new york	2124327227	indian
722	ej luncheonette	432 sixth avenue	new york	2124735555	diners
723	edison cafe	228 west 47th street	new york	2128405000	diners
724	elias corner	24-02 31st street	queens	7189321510	greek
725	good enough to eat	483 amsterdam avenue	new york	2124960163	american
726	gray papaya	2090 broadway	new york	2127990243	hot dogs
727	il mulino	86 west third street	new york	2126733783	italian
728	jackson diner	37-03 74th street	queens	7186721232	indian
729	joe shanghai	9 pell street	queens	7185393838	chinese
730	john pizzeria	48 west 65th street	new york	2127217001	pizza
731	kelleyping	127 greene street	new york	2122281212	pan-asian
732	kiev	117 second avenue	new york	2126744040	ukrainian
733	kuruma zushi	2nd fl	new york	2123172802	japanese
734	la caridad	2199 broadway	new york	2128742780	cuban
735	la grenouille	3 east 52nd street	new york	2127521495	french 
736	lemongrass grill	61a seventh avenue	brooklyn	7183997100	thai
737	lombardi	32 spring street	new york	2129417994	pizza
738	marnie noodle shop	466 hudson street	new york	2127413214	asian
739	menchanko-tei	39 west 55th street	new york	2122471585	japanese
740	mitali east-west	296 bleecker street	new york	2129891367	indian
741	monsoon	435 amsterdam avenue	new york	2125808686	thai
742	moustache	405 atlantic avenue	brooklyn	7188525555	middle eastern
743	nobu	105 hudson street	new york	2122190500	japanese
744	one if by land  tibs	17 barrow street	new york	2122280822	continental
745	oyster bar	lower level	new york	2124906650	seafood
746	palm	837 second avenue	new york	2126872953	steakhouses
747	palm too	840 second avenue	new york	2126975198	steakhouses
748	patsy pizza	19 old fulton street	brooklyn	7188584300	pizza
749	peter luger steak house	178 broadway	brooklyn	7183877400	steakhouses
750	rose of india	308 east sixth street	new york	2125335011	indian
751	sam noodle shop	411 third avenue	new york	2122132288	chinese
752	sarabeth	1295 madison avenue	new york	2124107335	american
753	sparks steak house	210 east 46th street	new york	2126874855	steakhouses
754	stick to your ribs	5-16 51st avenue	queens	7189373030	bbq
755	sushisay	38 east 51st street	new york	2127551780	japanese
756	sylvia	328 lenox avenue	new york	2129960660	southern
757	szechuan hunan cottage	1588 york avenue	new york	2125355223	chinese
758	szechuan kitchen	1460 first avenue	new york	2122494615	chinese
759	teresa	80 montague street	queens	7185202910	polish
760	thai house cafe	151 hudson street	new york	2123341085	thai
761	thailand	106 bayard street	new york	2123493132	thai
762	veselka	144 second avenue	new york	2122289682	ukrainian
763	westside cottage	689 ninth avenue	new york	2122450800	chinese
764	windows	107th fl	new york	2125247000	eclectic
765	wollensky grill	205 east 49th street	new york	2127530444	steakhouses
766	yama	122 east 17th street	new york	2124750969	japanese
767	zarela	953 second avenue	new york	2126446740	mexican
768	andre french	401 south 6th street	las vegas	7023855016	french 
769	buccaneer bay club	3300 las vegas blvd s	las vegas	7028947350	continental
770	buzio in rio	3700 west flamingo road	las vegas	7022527697	seafood
771	emeril new orleans fish house	3799 las vegas blvd s	las vegas	7028917374	seafood
772	fiore rotisseriegrill	3700 west flamingo road	las vegas	7022527702	italian
773	hugo cellar	202 east fremont street	las vegas	7023854011	continental
774	madame ching	3300 las vegas blvd s	las vegas	7028947111	asian
775	mayflower cuisinier	4750 west sahara avenue	las vegas	7028708432	chinese
776	michael	3595 las vegas blvd s	las vegas	7027377111	continental
777	monte carlo	3145 las vegas blvd s	las vegas	7027334524	french 
778	moongate	3400 las vegas blvd s	las vegas	7027917352	chinese
779	morton of chicago	3200 las vegas blvd s	las vegas	7028930703	steakhouses
780	nicky blair	3925 paradise road	las vegas	7027929900	italian
781	piero	355 convention center drive	las vegas	7023692305	italian
782	spago	3500 las vegas blvd s	las vegas	7023696300	californian
783	steakhouse	128 east fremont street	las vegas	7023821600	steakhouses
784	stefano	129 fremont street	las vegas	7023857111	italian
785	sterling brunch	3645 las vegas blvd s	las vegas	7027394651	eclectic
786	tre visi	3799 las vegas blvd s	las vegas	7028917331	italian
787	103 west	103 west paces ferry road	atlanta	4042335993	continental
788	alon at terrace	659 peachtree street	atlanta	4047240444	sandwiches
789	baker cajun cafe	1134 euclid avenue	atlanta	4042235039	cajun
790	barbecue kitchen	1437 virginia avenue	atlanta	4047669906	bbq
791		56 east andrews dr nw	atlanta	4042315733	french bistro
792	bobbyjune kountry kitchen	375 14th street	atlanta	4048763872	southern
793	bradshaw	2911 south pharr court	atlanta	4042617015	southern
794	brookhaven cafe	4274 peachtree road	atlanta	4042315907	vegetarian
795	cafe sunflower	5975 roswell road	atlanta	4042561675	health food
796	canoe	4199 paces ferry road	atlanta	7704322663	american 
797	carey	1021 cobb pkwy se	marietta	7704228042	hamburgers
798	carey corner	1215 powers ferry road	marietta	7709330909	hamburgers
799	chops	70 west paces ferry road	atlanta	4042622675	steakhouses
800	chopstix	4279 roswell road	atlanta	4042554868	chinese
801	deacon burton soulfood	1029 edgewood ave se	atlanta	4045231929	southern
802	eats	600 ponce de leon avenue	atlanta	4048889149	italian
803	flying biscuit	1655 mclendon avenue	atlanta	4046878888	eclectic
804	frijoleros	1031 peachtree st ne	atlanta	4048928226	tex-mex
805	greenwood	1087 green street	roswell	7709925383	southern
806	harold barbecue	171 mcdonough boulevard	atlanta	4046279268	bbq
807	havana sandwich shop	2905 buford hwy	atlanta	4046364094	cuban
808	house of chan	2469 cobb parkway	smyrna	7709559444	chinese
809	indian delights	3675 satellite boulevard	duluth	1008138212	indian
810	java jive	790 ponce de leon avenue	atlanta	4048766161	coffee shops
811	johnny rockets	2970 cobb parkway	atlanta	7709556068	american
812	kalo coffee house	1248 clairmont road	decatur	4043253733	coffeehouses
813	la fonda latina	4427 roswell road	atlanta	4043038201	spanish
814	lettuce souprise you	3525 mall boulevard	duluth	7704189969	cafeterias
815	majestic	1031 ponce de leon avenue	atlanta	4048750276	diners
816	morton of chicago	303 peachtree st ne	atlanta	4045774366	steakhouses
817	my thai	1248 clairmont road	atlanta	4046364280	thai
818	nava	3060 peachtree road	atlanta	4042401984	southwestern
819	nuevo laredo cantina	1495 chattahoochee ave nw	atlanta	4043529009	mexican
820	original pancake house	4330 peachtree road	atlanta	4042374116	american
821	palm	3391 peachtree rd ne	atlanta	4048141955	steakhouses
822	rainbow	2118 north decatur road	decatur	4046333538	vegetarian
824	riviera	519 east paces ferry road	atlanta	4042627112	mediterranean
825	silver skillet	200 14th st nw	atlanta	4048741388	coffee shops
826	soto	3330 piedmont road	atlanta	4042332005	japanese
827	thelma kitchen	764 marietta st nw	atlanta	4046885855	cafeterias
828	tortillas	774 ponce de leon ave ne	atlanta	4048920193	tex-mex
829	van gogh bar	70 west crossville road	roswell	7709931156	american 
830	veggieland	220 sandy springs circle	atlanta	4042313111	vegetarian
831	white house	3172 peachtree rd ne	atlanta	4042377601	diners
832	zab-e-lee	4837 old national hwy	college park	4047682705	thai
833	bill place	2315 clement street	san francisco	4152215262	hamburgers
834	cafe flore	2298 market street	san francisco	4156218579	californian
835	caffe greco	423 columbus avenue	san francisco	4153976261	continental
836	campo santo	240 columbus avenue	san francisco	4154339623	mexican
837	cha cha cha	1805 haight street	san francisco	4153865758	caribbean
838	doidge	2217 union street	san francisco	4159212149	american
839	dottie true blue cafe	522 jones street	san francisco	4158852767	diners
840	dusit thai	3221 mission street	san francisco	4158264639	thai
841	ebisu	1283 ninth avenue	san francisco	4155661770	japanese
842	emerald garden	1550 california street	san francisco	4156731155	vietnamese
843	eric chinese	1500 church street	san francisco	4152820919	chinese
844	hamburger mary	1582 folsom street	san francisco	4156261985	hamburgers
845	kelly	333 bush street	san francisco	4153624454	californian
846	la cumbre	515 valencia street	san francisco	4158638205	mexican
847	la mediterranee	288 noe street	san francisco	4154317210	mediterranean
848	la taqueria	2889 mission street	san francisco	4152857117	mexican
849	mario bohemian cigar store cafe	2209 polk street	san francisco	4157768226	italian
850	marnee thai	2225 irving street	san francisco	4156659500	thai
851	mel drive-in	3355 geary street	san francisco	4153872244	hamburgers
852	mo burgers	1322 grant street	san francisco	4157883779	hamburgers
853	phnom penh cambodian	631 larkin street	san francisco	4157755979	cambodian
854	roosevelt tamale parlor	2817 24th street	san francisco	4155509213	mexican
855	sally cafebakery	300 de haro street	san francisco	4156266006	american
856	san francisco bbq	1328 18th street	san francisco	4154318956	thai
857	slanted door	584 valencia street	san francisco	4158618032	vietnamese
858	swan oyster depot	1517 polk street	san francisco	4156731101	seafood
859	thep phanom	400 waller street	san francisco	4154312526	thai
860	ti couz	3108 16th street	san francisco	4152527373	french
861	trio cafe	1870 fillmore street	san francisco	4155632248	american
862	tu lan	8 sixth street	san francisco	4156260927	vietnamese
863	vicolo pizzeria	201 ivy street	san francisco	4158632382	pizza
864	wa-ha-ka oaxaca mexican grill	2141 polk street	san francisco	4157751055	mexican
